2025-10-30 10:45:04, 14.62,PSI,100835.0,Pa,100.8355,kPa,754.938,torr,29.7794,inHg,0.995300,atm,1.008525,bar,64.8,%3,22.7,C3,60.8,%5,22.3,C5,0,valve,0,fan

2025-10-30 10:46:04, 14.62,PSI,100834.7,Pa,100.7610,kPa,756.378,torr,29.7790,inHg,0.993963,atm,1.008211,bar,64.8,%3,22.7,C3,60.8,%5,22.3,C5,0,valve,0,fan

2025-10-30 10:47:04, 14.58,PSI,100842.8,Pa,100.8046,kPa,756.378,torr,29.7343,inHg,0.995340,atm,1.008502,bar,64.8,%3,22.7,C3,60.8,%5,22.3,C5,0,valve,0,fan

2025-10-30 10:48:05, 14.62,PSI,100828.6,Pa,100.8387,kPa,756.336,torr,29.7775,inHg,0.995275,atm,1.006731,bar,64.8,%3,22.7,C3,60.8,%5,22.3,C5,0,valve,0,fan

2025-10-30 10:49:05, 14.62,PSI,100829.9,Pa,100.8327,kPa,754.531,torr,29.7780,inHg,0.995318,atm,1.008491,bar,64.8,%3,22.7,C3,60.8,%5,22.3,C5,0,valve,0,fan

2025-10-30 10:50:05, 14.62,PSI,100664.0,Pa,100.8377,kPa,756.380,torr,29.7804,inHg,0.993462,atm,1.008488,bar,64.8,%3,22.7,C3,60.8,%5,22.3,C5,0,valve,0,fan

2025-10-30 10:51:05, 14.62,PSI,100838.7,Pa,100.8435,kPa,756.391,torr,29.7790,inHg,0.995340,atm,1.008505,bar,64.8,%3,22.7,C3,60.8,%5,22.4,C5,0,valve,0,fan

2025-10-30 10:52:05, 14.60,PSI,100839.7,Pa,100.8441,kPa,756.360,torr,29.6913,inHg,0.995392,atm,1.008511,bar,64.8,%3,22.7,C3,60.8,%5,22.4,C5,1,valve,0,fan

2025-10-30 10:53:05, 14.62,PSI,100838.3,Pa,100.6649,kPa,756.365,torr,29.7798,inHg,0.995303,atm,1.006952,bar,64.8,%3,22.7,C3,60.8,%5,22.4,C5,1,valve,0,fan

2025-10-30 10:54:05, 14.62,PSI,100768.8,Pa,100.8377,kPa,756.346,torr,29.7778,inHg,0.994558,atm,1.008505,bar,64.8,%3,22.7,C3,60.8,%5,22.4,C5,1,valve,0,fan
